x-axis,1,2
second,Volt,Volt
-25.00000E-03,+3.72102697E+00,+107.53376E-03
-24.97500E-03,+3.71389129E+00,+106.80009E-03
-24.95000E-03,+3.71680586E+00,+107.07145E-03
-24.92500E-03,+3.71610235E+00,+106.85034E-03
-24.90000E-03,+3.71600184E+00,+106.95085E-03
-24.87500E-03,+3.68585109E+00,+100.49859E-03
-24.85000E-03,+3.68353954E+00,+100.75487E-03
-24.82500E-03,+3.69057471E+00,+101.23728E-03
-24.80000E-03,+3.68766014E+00,+100.80512E-03
-24.77500E-03,+3.68836365E+00,+101.11165E-03
-24.75000E-03,+3.67580082E+00,+98.21215E-03
-24.72500E-03,+3.66012245E+00,+95.53879E-03
-24.70000E-03,+3.65338878E+00,+94.47849E-03
-24.67500E-03,+3.66072546E+00,+95.46341E-03
-24.65000E-03,+3.65630335E+00,+94.65436E-03
-24.62500E-03,+3.63459480E+00,+90.29758E-03
-24.60000E-03,+3.62946918E+00,+88.97095E-03
-24.57500E-03,+3.62625310E+00,+88.88552E-03
-24.55000E-03,+3.61117771E+00,+86.16190E-03
-24.52500E-03,+3.59781089E+00,+83.15688E-03
-24.50000E-03,+3.59841390E+00,+83.53879E-03
-24.47500E-03,+3.56776064E+00,+77.30261E-03
-24.45000E-03,+3.56776064E+00,+77.50361E-03
-24.42500E-03,+3.56695662E+00,+77.25738E-03
-24.40000E-03,+3.54806215E+00,+74.15688E-03
-24.37500E-03,+3.54766014E+00,+74.11668E-03
-24.35000E-03,+3.53670535E+00,+71.94582E-03
-24.32500E-03,+3.51921793E+00,+68.84029E-03
-24.30000E-03,+3.51348926E+00,+67.80009E-03
-24.27500E-03,+3.48665512E+00,+63.65437E-03
-24.25000E-03,+3.48735863E+00,+63.79004E-03
-24.22500E-03,+3.45720788E+00,+58.65939E-03
-24.20000E-03,+3.45720788E+00,+59.02622E-03
-24.17500E-03,+3.42705712E+00,+53.98100E-03
-24.15000E-03,+3.42142896E+00,+53.15687E-03
-24.12500E-03,+3.39590134E+00,+49.11668E-03
-24.10000E-03,+3.39690637E+00,+49.33778E-03
-24.07500E-03,+3.36675562E+00,+44.84532E-03
-24.05000E-03,+3.34152942E+00,+41.38802E-03
-24.02500E-03,+3.33469531E+00,+40.57396E-03
-24.00000E-03,+3.30595159E+00,+36.77999E-03
-23.97500E-03,+3.30896667E+00,+36.98602E-03
-23.95000E-03,+3.27559983E+00,+33.25235E-03
-23.92500E-03,+3.24615260E+00,+29.76994E-03
-23.90000E-03,+3.24615260E+00,+29.64432E-03
