x-axis,1,2
second,Volt,Volt
-25.00000E-03,-984.37499E-03,-1.21702E-03
-24.97500E-03,-1.00174182E+00,-1.21702E-03
-24.95000E-03,-1.02417398E+00,-1.21702E-03
-24.92500E-03,-1.03804333E+00,-1.21702E-03
-24.90000E-03,-1.05685740E+00,-1.21702E-03
-24.87500E-03,-1.07422424E+00,-212.00E-06
-24.85000E-03,-1.09026444E+00,-1.21702E-03
-24.82500E-03,-1.10515891E+00,-1.06627E-03
-24.80000E-03,-1.12849559E+00,-865.26E-06
-24.77500E-03,-1.14152072E+00,-1.21702E-03
-24.75000E-03,-1.15864635E+00,-714.51E-06
-24.72500E-03,-1.17842524E+00,-915.51E-06
-24.70000E-03,-1.19380212E+00,-61.24E-06
-24.67500E-03,-1.20839509E+00,-61.24E-06
-24.65000E-03,-1.22672675E+00,+39.26E-06
-24.62500E-03,-1.24065639E+00,-463.25E-06
-24.60000E-03,-1.25922926E+00,-513.51E-06
-24.57500E-03,-1.27701821E+00,+39.26E-06
-24.55000E-03,-1.29094786E+00,-111.50E-06
-24.52500E-03,-1.30548051E+00,+39.26E-06
-24.50000E-03,-1.32538002E+00,-1.21702E-03
-24.47500E-03,-1.34057599E+00,-1.21702E-03
-24.45000E-03,-1.35293780E+00,-1.21702E-03
-24.42500E-03,-1.37078705E+00,-815.01E-06
-24.40000E-03,-1.38935992E+00,-1.21702E-03
-24.37500E-03,-1.40347046E+00,+39.26E-06
-24.35000E-03,-1.41758102E+00,-161.74E-06
-24.32500E-03,-1.43114886E+00,+39.26E-06
-24.30000E-03,-1.44960113E+00,-614.01E-06
-24.27500E-03,-1.46250565E+00,-1.21702E-03
-24.25000E-03,-1.47824434E+00,-965.76E-06
-24.22500E-03,-1.49416394E+00,+39.26E-06
-24.20000E-03,-1.50899810E+00,+39.26E-06
-24.17500E-03,-1.52347048E+00,+39.26E-06
-24.15000E-03,-1.53498806E+00,+39.26E-06
-24.12500E-03,-1.55271671E+00,+39.26E-06
-24.10000E-03,-1.56550062E+00,+39.26E-06
-24.07500E-03,-1.57731972E+00,+39.26E-06
-24.05000E-03,-1.59733982E+00,-1.11652E-03
-24.02500E-03,-1.60662624E+00,-915.52E-06
-24.00000E-03,-1.62146041E+00,+39.26E-06
-23.97500E-03,-1.63358104E+00,-1.21702E-03
-23.95000E-03,-1.65088756E+00,-1.21702E-03
-23.92500E-03,-1.66312876E+00,-111.50E-06
-23.90000E-03,-1.67464635E+00,-1.16677E-03
-23.87500E-03,-1.68538001E+00,+39.26E-06
