x-axis,1,2
second,Volt,Volt
-25.00000E-03,+3.48484607E+00,+561.51852E-03
-24.97500E-03,+3.48444406E+00,+561.71953E-03
-24.95000E-03,+3.48655461E+00,+561.51852E-03
-24.92500E-03,+3.48233351E+00,+560.91551E-03
-24.90000E-03,+3.48484607E+00,+561.51852E-03
-24.87500E-03,+3.48434355E+00,+560.26224E-03
-24.85000E-03,+3.46223300E+00,+545.13661E-03
-24.82500E-03,+3.46162999E+00,+543.77983E-03
-24.80000E-03,+3.46042396E+00,+543.93058E-03
-24.77500E-03,+3.45972044E+00,+542.67430E-03
-24.75000E-03,+3.45972044E+00,+542.67430E-03
-24.72500E-03,+3.45851441E+00,+541.76978E-03
-24.70000E-03,+3.43710738E+00,+525.08636E-03
-24.67500E-03,+3.43961994E+00,+526.24214E-03
-24.65000E-03,+3.43710738E+00,+524.78486E-03
-24.62500E-03,+3.43459481E+00,+523.83008E-03
-24.60000E-03,+3.43047419E+00,+519.00595E-03
-24.57500E-03,+3.41308727E+00,+507.14666E-03
-24.55000E-03,+3.41198175E+00,+506.39290E-03
-24.52500E-03,+3.41449431E+00,+508.75471E-03
-24.50000E-03,+3.38786114E+00,+488.65420E-03
-24.47500E-03,+3.39007221E+00,+489.91048E-03
-24.45000E-03,+3.37328826E+00,+477.54866E-03
-24.42500E-03,+3.36595159E+00,+470.66425E-03
-24.40000E-03,+3.36675562E+00,+471.26727E-03
-24.37500E-03,+3.36173047E+00,+467.29741E-03
-24.35000E-03,+3.35379080E+00,+461.01601E-03
-24.32500E-03,+3.34916768E+00,+458.90546E-03
-24.30000E-03,+3.32655461E+00,+442.82506E-03
-24.27500E-03,+3.32745914E+00,+442.17179E-03
-24.25000E-03,+3.30193150E+00,+425.84013E-03
-24.22500E-03,+3.30384104E+00,+424.63411E-03
-24.20000E-03,+3.28253449E+00,+409.30745E-03
-24.17500E-03,+3.28243402E+00,+408.25219E-03
-24.15000E-03,+3.25620285E+00,+390.51350E-03
-24.12500E-03,+3.25519782E+00,+390.16174E-03
-24.10000E-03,+3.23107723E+00,+372.12154E-03
-24.07500E-03,+3.23358979E+00,+373.07632E-03
-24.05000E-03,+3.20826316E+00,+356.74466E-03
-24.02500E-03,+3.20333851E+00,+353.22705E-03
-24.00000E-03,+3.18735864E+00,+339.91049E-03
-23.97500E-03,+3.16213250E+00,+323.52857E-03
-23.95000E-03,+3.16142899E+00,+325.33762E-03
-23.92500E-03,+3.13559984E+00,+305.38788E-03
-23.90000E-03,+3.13328827E+00,+304.08133E-03
